TIme,BVP,EDA,HR,TEMP,Tin,Rhin,TSV
2020-11-16 18:48,0.24,0.76,92.08,30.85,25.00,34.80,0.00
2020-11-16 18:49,-0.11,0.87,102.27,30.61,25.00,34.70,0.00
2020-11-16 18:50,0.28,0.84,81.74,30.46,25.00,34.70,0.00
2020-11-16 18:51,-0.20,0.80,97.99,30.47,25.00,34.60,0.00
2020-11-16 18:52,-0.22,0.91,90.67,30.47,25.00,34.60,0.00
2020-11-16 18:53,0.43,0.94,75.40,30.56,25.00,34.60,0.00
2020-11-16 18:54,-0.10,1.04,83.90,30.64,25.00,34.50,0.00
2020-11-16 18:55,-0.11,0.96,90.45,30.67,25.00,34.50,0.00
2020-11-16 18:56,-0.05,0.86,84.28,30.64,25.10,34.50,0.00
2020-11-16 18:57,-0.30,0.89,89.16,30.53,25.10,34.50,0.00
2020-11-16 18:58,0.38,0.77,89.46,30.37,25.10,34.40,0.00
2020-11-16 18:59,-0.01,0.83,77.28,30.11,25.10,34.40,0.00
2020-11-16 19:00,-0.32,0.73,93.36,29.86,25.10,34.50,0.00
2020-11-16 19:01,0.23,0.51,112.06,29.59,25.10,34.50,0.00
2020-11-16 19:02,0.86,0.65,96.80,29.43,25.10,34.50,0.00
2020-11-16 19:03,-1.22,0.70,86.47,29.27,25.10,34.50,0.00
2020-11-16 19:04,0.16,0.78,77.80,29.19,25.10,34.30,0.00
2020-11-16 19:05,0.22,1.28,75.96,29.20,25.10,34.40,0.00
2020-11-16 19:06,-0.06,1.37,77.02,29.31,25.10,34.60,0.00
2020-11-16 19:07,0.01,1.43,75.96,29.57,25.10,34.50,0.00
2020-11-16 19:08,-0.36,1.21,82.78,29.89,25.20,34.40,0.00
2020-11-16 19:09,0.40,1.04,74.85,30.29,25.20,34.40,0.00
2020-11-16 19:10,0.06,0.94,88.18,30.72,25.20,34.50,0.00
2020-11-16 19:11,-0.11,0.79,92.93,31.01,25.20,34.50,0.00
2020-11-16 19:12,0.05,0.63,85.05,31.28,25.20,34.40,0.00
2020-11-16 19:13,0.02,0.68,86.19,31.47,25.20,34.50,0.00
2020-11-16 19:14,0.02,0.56,89.86,31.64,25.20,34.40,0.00
2020-11-16 19:15,-0.06,0.56,86.31,31.86,25.20,34.40,0.00
2020-11-16 19:16,-0.44,0.51,83.23,32.18,25.20,34.40,0.00
2020-11-16 19:17,0.42,0.48,87.73,32.49,25.20,34.40,0.00
2020-11-16 19:18,0.07,0.49,89.73,32.75,25.20,34.30,0.00
2020-11-16 19:19,-0.03,0.49,89.67,33.02,25.30,34.30,0.00
2020-11-16 19:20,0.14,0.51,86.89,33.36,25.30,34.40,0.00
2020-11-16 19:21,-0.12,0.56,83.62,33.69,25.30,34.40,0.00
2020-11-16 19:22,0.04,0.59,87.58,33.88,25.30,34.30,0.00
2020-11-16 19:23,-0.07,0.61,89.89,34.11,25.30,34.40,0.00
2020-11-16 19:24,0.04,0.66,89.76,34.36,25.30,34.20,0.00
2020-11-16 19:25,-0.04,0.61,88.76,34.56,25.30,34.30,0.00
2020-11-16 19:26,0.03,0.63,89.80,34.70,25.30,34.20,0.00
2020-11-16 19:27,-0.12,0.72,89.08,34.73,25.30,34.20,0.00
2020-11-16 19:28,0.20,0.76,84.45,34.77,25.30,34.30,0.00
2020-11-16 19:29,0.01,0.91,84.82,34.84,25.40,34.20,0.00
2020-11-16 19:30,-0.07,0.99,85.55,34.88,25.40,34.40,0.00
2020-11-16 19:31,-0.05,1.07,81.84,34.95,25.40,34.20,0.00
2020-11-16 19:32,0.04,1.00,82.60,35.03,25.40,34.10,0.00
2020-11-16 19:33,-0.07,0.91,81.90,35.03,25.40,34.10,0.00
2020-11-16 19:34,0.06,0.82,84.41,35.10,25.50,34.10,0.00
2020-11-16 19:35,0.14,0.86,85.74,35.17,25.50,34.10,0.00
2020-11-16 19:36,-0.12,0.89,86.68,35.16,25.50,34.10,0.00
2020-11-16 19:37,0.11,0.82,86.25,35.09,25.50,34.00,0.00
2020-11-16 19:38,-0.20,0.73,82.09,35.00,25.50,34.00,0.00
2020-11-16 19:39,0.04,0.78,87.25,34.88,25.50,34.40,0.00
2020-11-16 19:40,-0.06,0.79,79.73,34.89,25.50,34.00,0.00
2020-11-16 19:41,0.21,0.72,87.94,34.96,25.50,34.00,0.00
2020-11-16 19:42,-0.21,0.65,89.54,35.03,25.50,34.00,0.00
2020-11-16 19:43,-0.01,0.60,87.76,35.13,25.60,33.90,0.00
2020-11-16 19:44,0.11,0.64,90.58,35.20,25.60,34.10,0.00
2020-11-16 19:45,-0.03,0.70,90.09,35.19,25.60,33.90,0.00
2020-11-16 19:46,0.12,0.69,90.74,35.15,25.60,33.80,0.00
2020-11-16 19:47,-0.11,0.70,89.13,35.10,25.60,34.00,0.00
2020-11-16 19:48,0.05,0.71,90.59,35.06,25.60,33.90,0.00
2020-11-16 19:49,-0.11,0.66,90.38,35.06,25.60,34.00,0.00
2020-11-16 19:50,-0.16,0.61,88.79,35.13,25.60,33.80,0.00
2020-11-16 19:51,0.09,0.61,86.48,35.25,25.60,33.80,0.00
2020-11-16 19:52,0.11,0.61,83.02,35.32,25.60,33.80,0.00
2020-11-16 19:53,-0.01,0.51,88.86,35.37,25.60,33.90,0.00
2020-11-16 19:54,0.20,0.55,88.20,35.41,25.60,33.70,0.00
2020-11-16 19:55,-0.29,0.67,89.04,35.36,25.60,33.70,0.00
2020-11-16 19:56,0.09,0.66,91.15,35.42,25.60,33.80,0.00
2020-11-16 19:57,0.07,0.67,91.36,35.51,25.70,33.90,0.00
2020-11-16 19:58,-0.09,0.70,91.72,35.53,25.60,33.80,0.00
2020-11-16 19:59,-0.47,0.74,83.87,35.54,25.70,33.80,0.00
2020-11-16 20:00,0.61,0.74,84.58,35.53,25.70,33.80,0.00
2020-11-16 20:01,-0.12,0.78,103.02,35.50,25.70,33.90,0.00
2020-11-16 20:02,0.02,0.78,90.15,35.49,25.70,33.70,0.00
2020-11-16 20:03,0.00,0.76,85.60,35.48,25.70,33.70,0.00
2020-11-16 20:04,0.22,0.76,84.81,35.44,25.70,34.00,0.00
2020-11-16 20:05,-0.25,0.86,80.78,35.35,25.70,33.90,0.00
2020-11-16 20:06,-0.09,0.87,79.43,35.31,25.70,33.90,0.00
2020-11-16 20:07,-0.16,0.86,83.75,35.30,25.70,33.80,0.00
2020-11-16 20:08,0.27,0.81,85.13,35.25,25.70,33.70,0.00
2020-11-16 20:09,0.05,0.80,83.59,35.16,25.70,33.70,0.00
2020-11-16 20:10,0.10,0.86,88.17,35.14,25.70,33.70,0.00
2020-11-16 20:11,-0.12,0.89,85.37,35.12,25.70,33.80,0.00
2020-11-16 20:12,0.09,0.87,85.20,35.14,25.70,33.60,0.00
2020-11-16 20:13,-0.32,0.88,84.28,35.09,25.80,33.60,0.00
2020-11-16 20:14,0.21,0.87,89.95,35.06,25.80,33.60,0.00
2020-11-16 20:15,-0.04,0.80,84.57,35.00,25.80,33.60,0.00
2020-11-16 20:16,0.14,0.90,83.95,34.95,25.80,33.60,0.00
2020-11-16 20:17,-0.08,0.92,84.46,34.93,25.80,33.60,0.00
2020-11-16 20:18,-0.07,0.86,86.83,34.91,25.80,33.60,0.00
2020-11-16 20:19,0.02,0.92,88.64,34.92,25.80,33.60,0.00
2020-11-16 20:20,0.07,0.90,84.94,34.96,25.80,33.70,0.00
2020-11-16 20:21,-0.01,0.81,81.79,34.92,25.80,33.60,0.00
2020-11-16 20:22,-0.05,0.62,84.34,34.91,25.80,33.60,0.00
2020-11-16 20:23,-0.01,0.67,84.70,35.02,25.80,33.70,0.00
2020-11-16 20:24,0.20,0.68,88.18,35.09,25.80,33.50,0.00
2020-11-16 20:25,-0.22,0.68,88.56,35.11,25.80,33.50,0.00
2020-11-16 20:26,0.03,0.68,86.35,35.11,25.80,33.50,0.00
2020-11-16 20:27,0.22,0.70,86.05,35.08,25.80,33.50,0.00
2020-11-16 20:28,-0.18,0.66,90.21,35.04,25.90,33.60,0.00
2020-11-16 20:29,0.00,0.66,89.24,35.02,25.90,33.60,0.00
2020-11-16 20:30,0.03,0.65,91.13,35.02,25.90,33.50,0.00
2020-11-16 20:31,0.01,0.66,98.65,35.01,25.90,33.60,0.00
2020-11-16 20:32,0.02,0.70,95.08,34.93,25.90,33.30,0.00
2020-11-16 20:33,0.04,0.84,96.13,34.79,25.90,33.30,0.00
2020-11-16 20:34,0.03,0.92,88.42,34.66,25.80,33.40,0.00
2020-11-16 20:35,0.15,0.93,75.88,34.59,25.80,33.40,0.00
2020-11-16 20:36,-0.06,0.89,80.62,34.56,25.80,33.40,0.00
2020-11-16 20:37,-0.18,0.93,98.40,34.70,25.80,33.40,0.00
2020-11-16 20:38,-0.07,1.03,90.91,34.72,25.70,33.40,0.00
2020-11-16 20:39,0.05,1.02,84.82,34.42,25.70,33.40,0.00
2020-11-16 20:40,0.03,1.04,85.59,34.09,25.70,33.40,0.00
2020-11-16 20:41,-0.07,1.05,88.30,33.77,25.70,33.40,0.00
2020-11-16 20:42,0.07,0.99,83.76,33.49,25.70,33.40,0.00
2020-11-16 20:43,0.36,1.06,64.73,33.33,25.70,33.40,0.00
2020-11-16 20:44,-0.39,0.98,69.27,32.99,25.70,33.40,0.00
2020-11-16 20:45,0.00,0.98,74.75,32.74,25.70,33.40,0.00
2020-11-16 20:46,0.08,0.82,81.71,32.38,25.70,33.40,0.00
2020-11-16 20:47,-0.05,0.91,84.91,32.28,25.70,33.40,0.00
2020-11-16 20:48,-0.11,0.86,85.01,32.26,25.70,33.40,0.00
2020-11-16 20:49,0.46,0.85,83.74,32.19,25.70,33.40,0.00
2020-11-16 20:50,-0.10,0.76,95.13,32.15,25.70,33.40,0.00
2020-11-16 20:51,-0.29,0.69,93.83,32.01,25.70,33.30,0.00
2020-11-16 20:52,0.00,0.54,100.01,31.78,25.70,33.30,0.00
2020-11-16 20:53,0.00,0.63,97.66,31.54,25.70,33.30,0.00
2020-11-16 20:54,0.09,0.66,87.05,31.25,25.60,33.40,0.00
2020-11-16 20:55,-0.13,0.63,82.71,30.83,25.60,34.30,0.00
2020-11-16 20:56,0.05,0.58,78.41,30.48,25.60,33.60,0.00
2020-11-16 20:57,0.00,0.42,79.98,30.27,25.60,33.40,0.00
2020-11-16 20:58,-0.02,0.35,80.30,30.23,25.60,33.90,0.00
2020-11-16 20:59,-0.02,0.36,79.26,30.28,25.60,33.50,0.00
2020-11-16 21:00,0.01,0.30,81.06,30.35,25.60,33.60,0.00
2020-11-16 21:01,0.01,0.31,78.81,30.45,25.60,33.50,0.00
2020-11-16 21:02,-0.03,0.29,82.01,30.60,25.60,33.50,0.00
2020-11-16 21:03,-0.10,0.32,81.30,30.80,25.60,33.60,0.00
2020-11-16 21:04,0.12,0.37,79.75,31.01,25.60,33.40,0.00
2020-11-16 21:05,-0.04,0.36,81.73,31.18,25.60,33.50,0.00
2020-11-16 21:06,0.04,0.35,85.12,31.34,25.60,33.50,0.00
2020-11-16 21:07,0.70,0.44,85.40,31.51,25.60,33.60,0.00
2020-11-16 21:08,-0.66,0.41,82.24,31.52,25.60,33.50,0.00
2020-11-16 21:09,-0.04,0.33,83.16,31.63,25.60,33.70,0.00
2020-11-16 21:10,-0.72,0.30,82.85,31.80,25.60,33.50,0.00
2020-11-16 21:11,0.72,0.34,95.39,32.07,25.70,33.60,0.00
2020-11-16 21:12,0.00,0.47,86.20,32.30,25.70,33.50,0.00
2020-11-16 21:13,-0.02,0.48,83.91,32.49,25.70,33.50,0.00
2020-11-16 21:14,0.00,0.45,85.97,32.72,25.70,33.60,0.00
2020-11-16 21:15,0.05,0.50,85.52,32.99,25.70,33.50,0.00
2020-11-16 21:16,-0.06,0.51,82.58,33.24,25.70,33.50,0.00
2020-11-16 21:17,0.01,0.48,84.70,33.42,25.70,33.40,0.00
2020-11-16 21:18,0.00,0.50,84.44,33.63,25.70,33.50,0.00
2020-11-16 21:19,-0.06,0.56,74.41,33.93,25.70,33.50,0.00
2020-11-16 21:20,0.06,0.59,84.50,34.26,25.70,33.50,0.00
2020-11-16 21:21,0.03,0.58,83.66,34.44,25.70,33.50,0.00
2020-11-16 21:22,-0.13,0.75,83.58,34.51,25.70,33.50,0.00
2020-11-16 21:23,0.14,0.87,82.04,34.52,25.70,33.50,0.00
2020-11-16 21:24,-0.16,1.06,83.97,34.55,25.70,33.40,0.00
2020-11-16 21:25,-0.13,1.11,87.15,34.60,25.70,33.40,0.00
2020-11-16 21:26,0.13,1.55,81.54,34.63,25.70,33.40,0.00
2020-11-16 21:27,0.07,1.61,83.03,34.64,25.70,33.30,0.00
2020-11-16 21:28,0.11,1.70,83.20,34.65,25.70,33.60,0.00
2020-11-16 21:29,-0.18,1.03,80.54,34.68,25.70,33.50,0.00
2020-11-16 21:30,0.14,1.53,82.11,34.72,25.80,33.30,0.00
2020-11-16 21:31,0.09,1.82,83.79,34.74,25.80,33.30,0.00
2020-11-16 21:32,0.07,1.79,81.66,34.75,25.80,33.40,0.00
2020-11-16 21:33,-0.03,2.06,81.50,34.73,25.80,33.50,0.00
2020-11-16 21:34,-1.31,2.06,81.06,34.72,25.80,33.30,0.00
2020-11-16 21:35,1.12,2.23,81.68,34.78,25.80,33.30,0.00
2020-11-16 21:36,0.33,2.15,81.13,34.85,25.80,33.30,0.00
2020-11-17 11:58,0.35,1.17,73.59,33.38,25.80,33.30,0.00
2020-11-17 11:59,-0.32,1.26,73.42,33.67,25.80,33.30,0.00
2020-11-17 12:00,0.06,1.14,72.52,33.94,25.80,33.30,0.00
2020-11-17 12:01,0.05,1.08,72.86,34.19,25.80,33.30,0.00
2020-11-17 12:02,-0.17,1.08,71.77,34.41,25.80,33.30,0.00
2020-11-17 12:03,-0.01,1.08,71.55,34.61,25.80,33.30,0.00
2020-11-17 12:04,0.07,1.16,72.17,34.77,25.80,33.30,0.00
2020-11-17 12:05,0.02,1.28,72.53,34.89,25.80,33.30,0.00
2020-11-17 12:06,0.00,1.31,74.28,35.00,25.80,33.30,0.00
2020-11-17 12:07,0.20,1.45,73.48,35.08,25.80,33.30,0.00
2020-11-17 12:08,-0.26,1.62,74.45,35.18,25.80,33.30,0.00
2020-11-17 12:09,0.02,1.62,74.12,35.23,25.80,33.30,0.00
2020-11-17 12:10,-0.75,1.76,73.18,35.24,25.80,33.30,0.00
2020-11-17 12:11,0.68,1.47,73.57,35.32,25.80,33.30,0.00
2020-11-17 12:12,-0.05,1.61,69.73,35.29,25.80,33.30,0.00
2020-11-17 12:13,0.04,1.63,72.43,35.24,25.80,33.30,0.00
2020-11-17 12:14,0.26,1.70,72.53,35.29,25.80,33.30,0.00
2020-11-17 12:15,-0.23,1.91,73.16,35.31,25.80,33.30,0.00
2020-11-17 12:16,-1.02,1.55,73.97,35.27,25.80,33.30,0.00
2020-11-17 12:17,1.12,2.09,79.95,35.19,25.80,33.30,0.00
2020-11-17 12:18,-0.14,2.11,73.57,35.15,25.80,33.30,0.00
2020-11-17 12:19,0.16,1.98,76.04,35.14,25.80,33.30,0.00
2020-11-17 12:20,-0.39,2.16,75.39,35.14,25.80,33.30,0.00
2020-11-17 12:21,0.33,2.52,73.10,35.21,25.80,33.30,0.00
2020-11-17 12:22,0.08,2.55,73.73,35.34,25.80,33.30,0.00
2020-11-17 12:23,-0.58,2.53,75.13,35.43,25.80,33.30,0.00
2020-11-17 12:24,0.60,2.35,83.95,35.45,25.80,33.30,0.00
2020-11-17 12:25,-0.19,2.43,87.42,35.33,25.80,33.30,0.00
2020-11-17 12:26,0.07,2.25,88.69,35.12,25.80,33.30,0.00
2020-11-17 12:27,-0.04,1.82,92.92,34.93,25.80,33.30,0.00
2020-11-17 12:28,0.06,1.43,90.68,34.81,25.80,33.30,0.00
2020-11-17 12:29,-0.01,1.33,83.86,34.57,25.80,33.30,0.00
2020-11-17 12:30,-0.01,1.14,74.97,34.31,25.80,33.30,0.00
2020-11-17 12:31,1.07,1.01,87.93,33.99,25.80,33.30,0.00
2020-11-17 12:32,-1.09,0.83,86.44,33.72,25.80,33.30,0.00
2020-11-17 12:33,0.02,0.71,90.56,33.49,25.80,33.30,0.00
2020-11-17 12:34,-0.04,0.69,76.70,33.41,25.80,33.30,0.00
2020-11-17 12:35,0.04,1.02,63.98,33.41,25.80,33.30,0.00
2020-11-17 12:36,0.03,1.46,83.65,33.43,25.80,33.30,0.00
2020-11-17 12:37,-0.29,1.78,93.12,33.41,25.80,33.30,0.00
2020-11-17 12:38,0.35,1.86,100.91,33.42,25.80,33.30,0.00
2020-11-17 12:39,-0.05,2.00,99.35,33.43,25.80,33.30,0.00
2020-11-17 12:40,-0.30,2.19,79.76,33.30,25.80,33.30,0.00
2020-11-17 12:41,0.33,2.47,81.97,33.25,25.80,33.30,0.00
2020-11-17 12:42,-0.04,2.21,90.62,33.28,25.80,33.30,0.00
2020-11-17 12:43,0.06,2.09,89.15,33.37,25.80,33.30,0.00
2020-11-17 12:44,0.02,2.00,89.20,33.42,25.80,33.30,0.00
2020-11-17 12:45,0.09,2.20,87.86,33.50,25.80,33.30,0.00
2020-11-17 12:46,-0.41,2.23,84.70,33.66,25.80,33.30,0.00
2020-11-17 12:47,0.42,2.44,81.96,33.88,25.80,33.30,0.00
2020-11-17 12:48,-0.15,2.73,83.95,34.01,25.80,33.30,0.00
2020-11-17 12:49,-0.05,3.12,84.84,34.02,25.80,33.30,0.00
2020-11-17 12:50,0.34,2.98,83.37,34.03,25.80,33.30,0.00
2020-11-17 12:51,-0.24,2.68,82.11,33.96,25.80,33.30,0.00
2020-11-17 12:52,-0.15,2.75,82.92,33.96,25.80,33.30,0.00
2020-11-17 12:53,-0.01,2.40,79.51,33.98,24.50,37.80,0.00
2020-11-17 12:54,0.14,1.97,79.61,34.08,24.50,37.30,0.00
2020-11-17 12:55,-0.17,1.92,79.23,34.23,24.50,37.30,0.00
2020-11-17 12:56,-0.02,2.02,78.37,34.41,24.40,37.20,0.00
2020-11-17 12:57,-0.16,2.01,81.01,34.57,24.40,37.20,0.00
2020-11-17 12:58,0.36,2.25,80.40,34.66,24.30,37.40,0.00
2020-11-17 12:59,0.02,2.41,84.16,34.70,24.30,37.60,0.00
2020-11-17 13:00,-0.19,2.12,81.25,34.69,24.20,37.50,0.00
2020-11-17 13:01,0.04,2.02,79.69,34.70,24.20,37.80,0.00
2020-11-17 13:02,-0.11,2.09,80.02,34.85,24.10,37.80,0.00
2020-11-17 13:03,-0.01,2.04,80.99,34.93,24.10,37.70,0.00
2020-11-17 13:04,-0.02,1.92,75.79,34.90,24.00,37.90,0.00
2020-11-17 13:05,0.33,1.90,81.98,34.90,24.00,38.10,0.00
2020-11-17 13:06,-0.08,1.73,83.29,34.92,23.90,38.40,0.00
2020-11-17 13:07,-0.25,1.37,82.01,34.98,23.90,38.40,0.00
2020-11-17 13:08,0.11,1.64,81.57,34.91,23.90,38.50,0.00
2020-11-17 13:09,0.43,2.17,89.06,34.87,23.80,38.40,0.00
2020-11-17 13:10,-0.45,2.57,82.78,34.81,23.80,38.40,0.00
2020-11-17 13:11,-0.48,2.71,77.97,34.84,23.80,38.50,0.00
2020-11-17 13:12,-0.31,2.69,79.12,34.85,23.70,38.60,0.00
2020-11-17 13:13,1.11,2.60,79.56,34.83,23.70,38.50,0.00
2020-11-17 13:14,-0.38,2.65,84.95,34.81,23.70,38.70,0.00
2020-11-17 13:15,0.13,2.89,76.90,34.76,23.60,38.60,0.00
2020-11-17 13:16,0.57,2.94,74.64,34.80,23.60,38.70,0.00
2020-11-17 13:17,0.00,2.80,77.78,34.84,23.60,38.50,0.00
2020-11-17 13:18,-0.59,2.65,76.03,34.84,23.50,38.70,0.00
2020-11-17 13:19,0.01,2.34,78.09,34.82,23.50,38.90,0.00
2020-11-17 13:20,0.01,2.12,77.34,34.73,23.50,39.00,0.00
2020-11-17 13:21,-0.16,2.19,77.11,34.67,23.40,39.20,0.00
2020-11-17 13:22,0.16,2.15,85.12,34.76,23.40,39.50,0.00
2020-11-17 13:23,-0.09,2.11,81.81,34.71,23.40,39.70,0.00
2020-11-17 13:24,0.08,2.16,87.29,34.64,23.40,39.50,0.00
2020-11-17 13:25,0.01,2.47,88.98,34.56,23.30,39.60,0.00
2020-11-17 13:26,-0.05,2.53,86.70,34.44,23.30,39.90,0.00
2020-11-17 13:27,-0.01,2.45,85.50,34.31,23.20,40.00,0.00
2020-11-17 13:28,-0.04,2.31,86.66,34.19,23.20,39.90,0.00
2020-11-17 13:29,0.08,2.40,87.96,34.11,23.20,39.90,0.00
2020-11-17 13:30,0.05,2.37,86.95,34.02,23.20,39.70,0.00
2020-11-17 13:31,-0.23,2.36,85.12,33.95,23.10,39.70,0.00
2020-11-17 13:32,0.13,2.35,86.03,33.91,23.10,39.90,0.00
2020-11-17 13:33,0.30,2.18,87.67,33.87,23.10,40.10,0.00
2020-11-17 13:34,-0.38,2.11,86.32,33.84,23.20,40.00,0.00
2020-11-17 13:35,0.10,2.32,86.93,33.79,23.20,40.60,0.00
2020-11-17 13:36,0.00,2.56,86.38,33.74,23.20,40.10,0.00
2020-11-17 13:37,-0.11,2.64,85.27,33.71,23.30,40.50,0.00
2020-11-17 13:38,0.05,2.49,84.20,33.74,23.30,40.80,0.00
2020-11-17 13:39,0.06,2.19,81.44,33.79,23.30,40.80,0.00
2020-11-17 13:40,0.03,1.95,83.81,33.82,23.40,40.70,0.00
2020-11-17 13:41,-0.01,1.97,84.40,33.79,23.40,40.60,0.00
2020-11-17 13:42,-0.19,1.87,83.50,33.77,23.40,40.80,0.00
2020-11-17 13:43,0.19,1.82,84.99,33.79,23.50,40.70,0.00
2020-11-17 13:44,-0.11,1.78,83.37,33.77,23.50,41.20,0.00
2020-11-17 13:45,0.05,1.71,79.32,33.72,23.50,40.80,0.00
2020-11-17 13:46,0.06,1.79,81.35,33.78,23.60,40.80,0.00
2020-11-17 13:47,-0.04,1.97,80.31,33.81,23.60,40.70,0.00
2020-11-17 13:48,-0.08,2.25,80.51,33.78,23.60,40.80,0.00
2020-11-17 13:49,0.17,2.48,76.76,33.77,23.70,40.80,0.00
2020-11-17 13:50,0.00,2.37,78.75,33.84,23.70,40.80,0.00
2020-11-17 13:51,-0.01,2.01,78.43,33.93,23.70,40.70,0.00
2020-11-17 13:52,0.06,2.05,76.26,34.02,23.80,40.70,0.00
2020-11-17 13:53,-0.20,1.95,75.79,34.17,23.80,40.40,0.00
2020-11-17 13:54,0.26,1.76,77.40,34.34,23.90,40.40,0.00
2020-11-17 13:55,-0.28,2.08,78.53,34.46,23.90,40.20,0.00
2020-11-17 13:56,-0.08,2.16,78.48,34.60,23.90,40.20,0.00
2020-11-17 13:57,0.29,2.05,76.04,34.71,24.00,40.20,0.00
2020-11-17 13:58,-0.18,1.77,77.07,34.82,24.00,40.60,0.00
2020-11-17 13:59,0.63,1.61,77.08,34.91,24.10,40.10,0.00
2020-11-17 14:00,-0.47,1.61,75.76,34.94,24.10,40.10,0.00
2020-11-17 14:01,0.49,1.53,76.39,35.00,24.10,40.50,0.00
2020-11-17 14:02,-1.32,1.45,77.61,35.05,24.10,40.40,0.00
2020-11-17 14:03,0.81,1.73,82.85,35.09,24.10,40.10,0.00
2020-11-17 14:04,-0.13,1.73,95.49,35.05,24.20,40.10,0.00
2020-11-17 14:05,0.03,1.71,100.06,34.95,24.20,40.20,0.00
2020-11-17 14:06,-0.04,1.56,92.08,34.79,24.20,40.20,0.00
2020-11-17 14:07,0.10,1.43,87.72,34.72,24.20,40.10,0.00
2020-11-17 14:08,0.00,1.40,78.36,34.63,24.20,40.10,0.00
2020-11-17 14:09,-0.01,1.33,83.04,34.44,24.20,40.10,0.00
2020-11-17 14:10,0.11,1.27,81.61,34.21,24.20,40.10,0.00
2020-11-17 14:11,-0.12,1.28,87.08,34.03,24.20,40.30,0.00
2020-11-17 14:12,0.02,1.27,86.31,33.87,24.20,40.40,0.00
2020-11-17 14:13,0.04,1.20,92.61,33.64,24.20,40.50,0.00
2020-11-17 14:14,0.00,1.22,119.62,33.47,24.20,40.60,0.00
2020-11-17 14:15,0.04,1.31,99.46,33.30,24.20,40.60,0.00
2020-11-17 14:16,-0.06,1.31,84.58,33.16,24.20,40.60,0.00
2020-11-17 14:17,-0.15,1.25,79.72,33.02,24.20,40.80,0.00
2020-11-17 14:18,0.13,1.28,71.68,32.73,24.20,40.90,0.00
2020-11-17 14:19,0.09,1.22,91.41,32.38,24.20,40.60,0.00
2020-11-17 14:20,-0.09,1.34,95.35,32.07,24.20,40.90,0.00
2020-11-17 14:21,-0.02,1.23,94.08,31.89,24.20,41.00,0.00
2020-11-17 14:22,0.08,1.17,83.04,31.79,24.20,41.00,0.00
2020-11-17 14:23,-0.28,1.10,82.67,31.64,24.20,41.00,0.00
2020-11-17 14:24,0.32,1.06,81.62,31.41,24.20,41.20,0.00
2020-11-17 14:25,-0.07,0.90,87.35,31.18,24.20,41.40,0.00
2020-11-17 14:26,0.00,0.98,88.60,31.05,24.20,41.20,0.00
2020-11-17 14:27,-0.03,0.93,86.84,30.93,24.20,41.20,0.00
2020-11-17 14:28,0.04,0.95,94.84,30.90,24.20,41.10,0.00
2020-11-17 14:29,0.07,1.11,103.98,30.90,24.20,41.10,0.00
2020-11-17 14:30,-0.70,1.02,86.77,30.94,24.20,41.10,0.00
2020-11-17 14:31,0.59,1.09,69.75,30.94,24.20,41.20,0.00
2020-11-17 14:32,0.01,1.12,77.00,30.94,24.20,41.40,0.00
2020-11-17 14:33,-0.57,0.99,83.60,30.94,24.20,41.50,0.00
2020-11-17 14:34,0.37,1.14,87.66,31.03,24.20,41.60,0.00
2020-11-17 14:35,0.63,1.09,72.24,31.11,24.20,41.70,0.00
2020-11-17 14:36,-0.32,1.13,72.55,31.23,24.20,41.80,0.00
2020-11-17 14:37,-1.04,1.21,75.95,31.23,24.20,41.70,0.00
2020-11-17 14:38,0.52,1.12,72.78,31.23,24.20,41.90,0.00
2020-11-17 14:39,-0.73,1.11,88.90,31.18,24.20,41.90,0.00
2020-11-17 14:40,1.19,0.97,125.50,31.08,24.20,42.00,0.00
2020-11-17 14:41,-0.06,1.13,115.82,30.92,24.10,42.30,0.00
2020-11-17 14:42,0.05,0.93,87.21,30.75,24.10,42.30,0.00
2020-11-17 14:43,0.06,0.98,83.94,30.80,24.10,43.00,0.00
2020-11-17 14:44,-0.35,1.02,82.21,30.88,24.10,42.90,0.00
2020-11-17 14:45,0.30,1.03,82.29,30.70,24.00,42.60,0.00
2020-11-17 14:46,-0.17,0.92,68.53,30.65,24.00,42.80,0.00
2020-11-17 14:47,-0.28,1.04,77.14,30.63,24.00,42.70,0.00
2020-11-17 14:48,1.09,1.18,90.13,30.73,24.10,42.80,0.00
2020-11-17 14:49,-0.69,1.15,81.82,30.80,24.00,43.20,0.00
2020-11-17 14:50,-0.03,1.05,84.04,30.60,24.00,43.20,0.00
2020-11-17 14:51,0.08,1.03,72.70,30.54,24.00,43.40,0.00
2020-11-17 14:52,-0.09,1.18,77.77,30.59,24.00,43.40,0.00
2020-11-17 14:53,0.11,1.22,82.40,30.55,24.00,43.50,0.00
2020-11-17 14:54,-0.10,1.08,99.79,30.56,23.90,43.40,0.00
2020-11-17 14:55,-0.02,1.01,98.17,30.45,23.90,43.40,0.00
2020-11-17 14:56,0.02,0.96,112.06,30.26,23.90,43.50,0.00
2020-11-17 14:57,0.21,0.89,105.12,30.10,23.90,43.50,0.00
2020-11-17 14:58,-0.22,1.01,91.99,29.91,23.90,43.70,0.00
2020-11-17 14:59,-0.10,1.16,106.83,29.68,23.90,43.90,0.00
2020-11-17 15:00,-0.24,1.09,87.82,29.58,23.90,44.00,0.00
2020-11-17 15:01,0.34,1.00,85.98,29.55,23.80,44.10,0.00
